,Tweet,Emotion,Intensity
436,Ok scrubbed hands 5 times before trying to put them in.\nEyeballs #burning \n#EvenMoreBlind accidentally scared the #cat whilst #screeching,anger,2
437,"Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. #rant ",anger,2
438,Lot 100 would give Ghandi road rage,anger,0
439,Forever raging ðŸ˜ðŸ˜‚ðŸ˜­,anger,3
440,Just seeing Alex revells face gets me angry,anger,2
441,@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage,anger,2
442,Does she really need to pout all the time - getting on my nerves #GBBO,anger,3
443,"Taking umbrage because Jimmy Carr claimed that Bilbo Baggins went to Mordor on 8 out of 10 cats does Countdown. Know your Baggins', mate.",anger,0
444,"@IndigoHawthorne Then u understand that rage is often not pretty, or controlled or rational - it is often visceral-not always logical.",anger,2
445,"@Mick727XD I know your furious, i am too, but just stop fucking moaning. We didn't win until the 7th game last season and where we finished.",anger,3
446,Congrats to #Nicole #bb18 ... Fix that nose now ðŸ˜’ðŸ’ðŸ» #bitter #petty,anger,2
447,Me and these burns that I pick up off the pitches don't get on at all like ðŸ˜¢ðŸ˜¢ ,anger,1
448,"@happyandbashful Flirt, simper, pout, repeat. Yuck.",anger,2
449,Since the 'update' my @iPhone loses power nearly 40% faster. ,anger,1
450,@marthalyssa yep. LOL #bitter,anger,1
451,@saclivin @MrsCagg specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.,anger,2
452,"Yeah, no. I don' mind tweetin' that twice.  #blm #likeThat",anger,0
453,@ashleighjessica @zacflint1 I'd give that pout the firm D,anger,2
454,Mia has the worst road rage I have ever seen and she gets so mad when I put my hands on her windows lol,anger,2
455,@Jen_ny69 People will always get offended everyone's situation is different! Just because we have kids doesn't mean we have to settle,anger,2
456,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage,anger,3
457,@tommyrosen @InTheRoomsCEO @cate_baily Always so happy to support you brother. Keep that fire burning &lt;3,anger,0
458,@katrinadougan_ ive went roght in the huff. Deleted the episode out of anger n everything (regret it now),anger,3
459,"@CNNnewsroom @BrookeBCNN What can't you grasp? Besides yr cognitive dissonance, raging away. Each. Incident. Re: LEO-shooting = SEPARATE.",anger,3
460,@paulkrugman relentless echo chamber - negative comments with lots of reverb. Typical bully behavior.,anger,2
461,People irritate my MF soul,anger,3
462,Another raging storm brought on by my own emotions sorry everyone. enjoy the thunder,anger,3
463,@TedLeitner @jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). #umbrage,anger,1
464,not going to waste my energy holding a grudge against someone who wasnt even in my life a year XD \ntime to release those feelings of dislike,anger,2
465,Yay bmth canceled Melbourne show fanfuckingtastic just lost a days pay and hotel fees not happy atm #sad #angry,anger,3
466,Drop Snapchat names #bored  #swap #pics,anger,0
467,Seeing double am so tired but I always grudge getting off my phone at night ðŸ™„,anger,2
468,"@easyJet Hi folks. Flight is going to be over an hour late departing from INV (EZY864), how do we go about getting a refund please? #boiling",anger,3
469,Your twitter picture just makes me fume.,anger,3
470,"Are you lost in the fury, fearing that you'll fail?",anger,0
471,@BarackObama I love Lizzy Warren's latest rage against Wall Street.,anger,0
472,Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver #revenge,anger,1
473,@TalkTalkCare  how on earth can I send an email to you? Very annoyed customer!!! #fuming,anger,3
474,Delete this shit Josh just screenshotted my snap me,anger,2
475,People who go the speed limit irritate me,anger,3
476,Oh yeah Squid face God madden 17 xbox1 come see me,anger,0
477,"@Yannarell @LOLGOP Despite your #outrage fatigue, don't lose your shine",anger,1
478,"@WBIRSports They're still using his offense, up the middle 3X &amp; punt.",anger,1
479,"@Slippus @PureGym  yeah I received a fine today which I am furious about, currently appealing it after being a member for so long...",anger,3
480,All the young people are so bitter about how the older contestants probably know how to make Bakewell Tarts ðŸ˜‚ #GBBO,anger,0
481,@Ms_HeartAttack peanut butter takes away the sting,anger,0
482,Can someone make me a priority list of which things I should be outraged at + in which order?  #racism #animalrights #abortion #cops,anger,3
483,Some Mexican ladies irritate the fuck outta me. Have a their own lil preschool of fucking kids for the welfare &amp; allllat smh.,anger,3
484,#oow16 #sting decent new song,anger,0
485,Where's your outrage when a black man kills another black man in the streets?,anger,3
486,So #angry about my @WishShopping order. 6 #months ago I placed an order of over $500. Card billed. Never #received \n#disappointing,anger,3
487,@SopanDeb @johnrobertsFox @azizansari Let's not stereotype all South Asians as relentless beat reporters.,anger,2
488,You a fuck boy if you run drag routes back to back in madden,anger,3
489,"@broadly you should be criminalized for posting a pic of that brown frown.... Get a pic of some jack, or cookies, or diesel, Join up @CNN_Ai",anger,2
490,ya girl is ,anger,0
491,"@SapientSoldier timid but determined version of the rabid beasts beyond the land. Growling beneath my restrained breath, I //rip// myself --",anger,2
492,@CharlotteBnntt that's the joke. I know it's incense,anger,0
493,Realizing that holding a grudge for long is immaturity is wisdom,anger,1
494,Star trek online has a update to download oh fuming yay,anger,2
495,@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club ,anger,0
496,Leveled at the half. Much better offense expected in the second half,anger,0
497,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed,anger,2
498,The medicine is burning  me,anger,1
499,How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? #patronus #adder #offended,anger,3
500,I think @Sam_Canaday &amp; @KYLEJDOWSON must actually have to be working like me &amp; @dowson_brady because I havent got any snap chat videos today,anger,0
501,"interesting that we,an Authentic Afghan Restaurant,R getting calls from the media over resent tragedy that happened in NJ@latimes @NBCNews",anger,1
502,@Dak2future decorations are up all over Jersey already ,anger,0
503,Anger is cheap and politeness is expensive. Don't expect everybody to be polite. #ThoughtfulThursday #anger #politeness,anger,0
504,Finding out my two best Fwendz are going to rage with me at @lifeisbeautiful makes this last week of no sleep extra worth it,anger,1
505,The rage has died down.,anger,1
506,@virginmedia I've been disconnected whilst on holiday ðŸ˜¤ but I don't move house until the 1st October ðŸ¤” #furious,anger,3
507,"The majority of people irritate the fuck out of me, cba with people ahahah",anger,3
508,"@PerfectQuartz She's jogging a bit to stay beside her, puffing her cheeks with a huff each time. 'Oh-- jeez Jasper, why don't you â€”",anger,0
509,Forgot to eat dinner and now I'm furious with everything and everyone,anger,3
510,"#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. ðŸ‘‹ ",anger,1
511,"@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks. ",anger,3
512,@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged  #yeller #quiet #screamer #ðŸ˜‚ðŸ˜‚,anger,2
513,@victoriarghhh not mad but tilting? slightly irate? is that cool?,anger,1
514,@Bickley_Marotta yea because forcing 5 turnovers and holding a pretty good offense to 7 points is concerning.....oh wait. NO!!,anger,0
515,Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right #pout,anger,0
516,@lemonlover666 'shit' doesn't even begin to describe these fiery little demons straight from hell ðŸŒðŸŒš ;),anger,2
517,@SMalloy_LWOS that's not easy to blow up the LT on a run play. He created the seam for Sua to burst through,anger,0
518,"In inter-group relationships, #anger makes people think in more negative and prejudiced terms about outsiders.",anger,1
519,@Deadspin @jrzy_boy This is about him being left off because they wanted to play a heavier game. We needed his offense tho. Amongst others.,anger,2
520,I'm furious!!!!,anger,3
521,"Now that the whole clown rage has scared me shitless, I'm gonna go cry in my room",anger,3
522,@inthefade going back to blissful ignorance?! #fury,anger,2
523,#NAME?,anger,0
524,@1BearTruth standard bitter response .... how's it feel to be the small club in a big city,anger,1
525,@Alanafergusson snap meee,anger,2
526,Sorry to burst your bubble but it isn't that century anymore. Welcome to the 21st century.,anger,0
527,@shod_jpg aye man she was fuming xo,anger,2
528,@LaraTheIrish &lt; feel everything. She would remember everything. Evanora hoped this would serve to fuel the creatures anger and run rabid &gt;,anger,2
529,Instagram seriously sort your sh*t out. I spent ages writing that caption for you to delete it and not post it!!  #instagram,anger,3
530,just waggled my eyebrows up and down at the baby and she burst out laughing i love her haha,anger,0
531,"@RadiateZen That's true, it does go both ways. But I've been on the receiving end of a vegans wrath! Lol! I personally wouldn't condemn",anger,1
532,Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz ,anger,2
533,Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO,anger,3
534,Having a baby born too soon is #lifechanging 6 years on and it feels like only yesterday #sad #happy  #emotionalrollercoaster,anger,0
535,"@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. #anger",anger,3
536,Changed my clothes at work and had my pre-workout..  In route to the gym and there is traffic all over - pre workout kicking in.. ,anger,1
537,Bored rn leave Kik/Snapchat #kik #kikme #kikmessage #boredaf #bored #snapchatme #snapchat #snap #country #countrygirl,anger,0
538,So fucking mad my blood boiling.,anger,3
539,... flat party and I instantly get bollocked about it. ,anger,2
540,@billburr DirectTV is the best. Apparently you just sit in silent anger. 'Don't press or say anything',anger,1
541,@Grace_thomas473 you keep talkin shit and trying to offend me but you're just petty as fuck,anger,3
542,"@MaddenFreestyle i turn the game on wanting to play madden, and before i load up a game i just turn it off now.",anger,2
543,.@RepDelBene: 'Today's proceedings and the entire process is an insult to our constituents.',anger,2
544,Hell hath no fury like a late twenty something dude who's concur for government session keeps expiring before he can submit a form,anger,2
545,i have so much hw tonight im offended,anger,2
546,"But if you wish to live bitter because your guilty conscience made you think it applied to you as well then that's on you, I'm not sorryðŸ’ðŸ»ðŸ˜Š",anger,0
547,Think of #anger as this barrier between you and your truth.' @laurascoe,anger,1
548,@StrangeFacesLA why doesn't this account follow me ,anger,0
549,i've got a lot of tokens saved up and i wanna spam the event song but my eyes sting im so tired,anger,1
550,That last #madden commercial ðŸ˜†ðŸ˜†ðŸ˜†ðŸ˜†ðŸ˜†ðŸ˜† #TNF,anger,0
551,@SunandBeachBum 'you people' infuriate me!,anger,3
552,i live and die for mchanzo honeymoon crashing and burning the second they move in together,anger,2
553,Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!! #fuming,anger,3
554,It's weird because I was discussing sex resentment and confusion in the thing I was writing last night.,anger,1
555,@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be ,anger,1
556,@DeltaDomain @SawDraze @qurions dis dat nigga from fume right?,anger,1
557,"@sebbyD27850 both are nonsensical. If there's injustice against blacks, why add to it by destroying black property. It's misdirected anger",anger,3
558,"That's really it for my madden career that game sucks , ea sports does a piss poor job every year on that shit",anger,3
559,I wouldn't have #anger issues.....if she didn't have #lying issues.....think about that one. #pow #lies #confusion,anger,2
560,@tony_tr3 I'd say your outrage is the really FAUX outrage.,anger,2
561,"Yet we still have deaths, road rage, &amp; violations on the road, despite a widely accepted concept of 'personal accountability' while driving",anger,2
562,Way towards be prominent if your exasperate is peaked?: TGMbNqUEe,anger,0
563,@ReadingFC @EFLCup - remind them 'Twenty's Plenty' !,anger,0
564,hitting your children as discipline because you're being quite a raging hypocrite if you're not.,anger,2
565,@BitchestheCat Look at those teef! #growl,anger,0
566,Nahhhhhh @konanplaydirty snap story has got me bussing up ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,anger,1
567,The most important thing to #bestrong is to hold your  #thoughts,anger,0
568,I think I must scare my coworkers when I'm eating like a rabid animal on my breaks #srry,anger,2
569,Trump supports reach another level of irritation within me,anger,3
570,Honestly fuming,anger,3
571,"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav ",anger,2
572,#india will take #revenge  by making 3 new movies like #phantom and they will be like #ghus_k_maren_ge this is how indian army take revenge,anger,2
573,@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis ,anger,2
574,The patriots have the lamest color rush jerseys in the whole nfl #madden (I hope they wear them tonight),anger,1
575,Having one of those #angry days. I will have to stop watching #news.,anger,3
576,@Toucherandrich there was a US diver named steele johnson. i'd like him barred from the olympics. ,anger,0
577,"Do not be angry with God because you do not get what you want, for God gives most when you expect least.",anger,0
578,@EagleGiles23 @tgilmore_92 what I miss? ,anger,0
579,ðŸ˜³The intensity that @sydneyswans play at is extraordinary #relentless #AFLCatsSwans #AFLFinals ðŸ‰ðŸ‘ðŸ¿,anger,0
580,@OstinOng YUUUHH ðŸ™„ðŸ˜­ plus clin ep and prevmed ugghhh hahaha ,anger,1
581,@TedLeitner @jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). ,anger,0
582,@Jacqueline_69 haha! She did well today. I can't get beyond her pout annoying me I'm afraid.,anger,1
583,I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes #outrage,anger,2
584,"@reluctantnicko Don't ask, you don't get. Apologies if I've offended you. All due respect Alan, I think you've been fed duff info.",anger,1
585,"@NahteWilly @AFP that was neither intelligent, definitive or useful shall I name call or would you like to expand on how I have offend you ?",anger,1
586,Manchester derby at home #revenge,anger,0
587,This game has pissed me off more than any other game this year. My blood is boiling! Time to turn it off! #STLCards,anger,3
588,my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i'm burning alive :) :):),anger,0
589,@RiotzXVl papercuts sting and stub ur toe last for like 10 secs,anger,1
590,@RealJeffsdomain Wolfpack theme and trons and sting wore the wolf shirt,anger,0
591,@RonMexico760 The guy who calls people 'cuck' and is anti-BLM is offended by idea that he might not be pro-policing reform? That's amazing.,anger,3
592,@thehill no wonder USA is going to shit with such outrage over a simple analogy.,anger,2
593,"@Apple thanks for ios10 update, even the best app @telegram freezing and crashing on SE. #angry",anger,3
594,Sting is just too damn earnest for early morning listening. ,anger,0
595,@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! ,anger,2
596,Like he really just fucking asked me that. ,anger,3
597,@StutteringGiant at least his character in fast and furious pumped some adrenaline into the franchise. But that's about it,anger,0
598,"@mattstottwrites For me not so much outrage as â€˜oh, using female body to sell something, AGAINâ€™",anger,2
599,"@robert7019 @itzamadhouse @skyler12388\r\ralso celebrate THEIR belief that Jesus is alive in hell, boiling in a pot of shit (actual shit)",anger,2
600,"I think our defense here at USC is playing well, we just need to fix a few things on offense and we can win the PAC 12 this year'",anger,0
601,Will give #sleepnumber another chance for customer service. Today's growl is 15+ minutes on hold. Overall bed + service = very unimpressive.,anger,2
602,I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming ,anger,1
603,Can't believe I've only got 2 days off left ðŸ™„ #backtoreality ,anger,1
604,Be chill af if you want to offend someone.,anger,2
605,Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair  #pretendinghesok #ruok #AFLCatsSwans,anger,1
606,i love that tay &amp; tiff are just sitting at my house while i'm at work ðŸ™ƒ,anger,0
607,@HillaryClinton Yeah U gotta make them HEEL. I know U need their votes so U have to wait. But when U LOSE-they're really in for your wrath !,anger,1
608,@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it. #indignation,anger,3
609,A persons opinion doesn't offend me at all,anger,0
610,"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! #fuming",anger,3
611,"ForgivenessÂ might make us look weak, but the weakest person is the one who holds anger, hatred, and revenge.",anger,0
612,@jagtron1 blacks are good at provoke them selfs blaming on white when black cops shooting blacks,anger,3
613,@alexis_maxwell #bitter hahaha just kidding. its crazy tho,anger,1
614,"@easyJet Hi folks. Flight is going to be over an hour late departing from INV (EZY864), how do we go about getting a refund please? ",anger,3
615,After what just happened. In need to smoke. #burning,anger,3
616,Never make a #decision when you're #angry and never make a #promise when you're #happy. #wisewords,anger,0
617,@trendykittykat Some people would rather hang on to their indignant anger. *weary sigh*,anger,2
618,@PuseLepuru it's the irritation of not having found the corpse,anger,2
619,The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet .,anger,2
620,@judy_that Im honestly offended,anger,2
621,I offend u,anger,1
622,@TDsNation I blame how broken madden is this year,anger,1
623,All hell is breaking loose in Charlotte. #CharlotteProtest  #looting,anger,3
624,"She began to squirm beneath @hcllbent, struggling to get out of his relentless grasp. When she realized that the attempt was useless,++",anger,1
625,I love when people say they aren't racist right before they say some racist shit... Not how that works... #fuming,anger,3
626,Connivers blind to existential fury,anger,2
627,@carefreeash_ id be fuming,anger,2
628,Michelle is one of the worst players in bb history #bb18 #bbfinale #bitter,anger,2
629,@JaredWyand Maybe if it was transgender the media would cover it #outrage,anger,2
630,@DP3520 lol they are madden tubers u dont know nothing bout madden cuz id smash on you,anger,2
631,So excited to watch @RuPaulsDragRace #allstars \n#RuPaul #revenge,anger,0
632,"@VanDashNessa @taotao_salupa5 Nobody in that street burning and looting and terrifying innocent citizens was there, either.",anger,2
633,the world drives whoever it has assessed as tenderhearted or vulnerable to build up their guards &amp; invigorate raging self defense mechanisms,anger,2
634,@kylemuir17 @Ealvarezfight @danawhite @TheNotoriousMMA he'll defend his belt against aldo after its not that hard u grudge holding bitch,anger,3
635,#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily #rage,anger,2
636,"@KatherineArabis Itâ€™s taken for granted, while the misogyny in the air is treated as normal â€” and any angry response to it as pathological.",anger,1
637,@Blewberry02CP Content updates provoke that income.,anger,0
638,"#CharlotteRiots #passion? or #anger act of violence.\nIf mourning for those who have past away, #stayhome  #whyout",anger,2
639,Janice Griffith snap story  ðŸ˜ðŸ˜ðŸ˜,anger,0
640,"I am #real #sjw, I will not let #america down\nI have found us, now go and get us\nI let it out and I let it in\nI #rage I #lol\n@SergioSarzedo",anger,2
641,@fixindk @RevoltRazor @dragons1015 Guys don't use that type of language. Save it for raging...,anger,1
642,LOL I have reminders for my ex-gf's birthday approaching. Too bad she considers me acknowledging her existence an affront...,anger,2
643,"To'Why can't we brothers protect one another? No one's serious, and it makes me furious. Don't be misled, just think of Fred.' #mayfield",anger,2
644,"@MMASOCCERFAN @outmagazine No offense but the only way this makes sense is if you work for the magazine. Otherwise,who are you apologizing 4",anger,1
645,@jamiesmart Huh! It's always my fault isn't it &gt;:( #huff #sulk,anger,2
646,Sometimes the best motivations come from 'proving them wrong' #energy #relentless #MotivationalQuotes,anger,0
647,Is there a perfume that smells like the smell of smokey incense because i would be all about that,anger,0
648,ðŸ† #Success is the best #revenge. Whatever you're thinking about doing ... do something better. â­ï¸â­ï¸â­ï¸â­ï¸,anger,0
649,@AaronGoodwin seriously dude buy some bubble tape for your phones. #snap broke another phone,anger,1
650,"@SaraLuvvXXX : Whaaaat?!? Oh hell no. I was jealous because you got paid to fuck, but this is a whole new level.  #love #conflictedðŸ˜¬",anger,2
651,"@AshitaNoJoe55 i m not a big fan of @mkatju , but what i found logical and right.. i support that... no offense to anyone",anger,1
652,When you forget to mention you were bought dreamboys tickets ðŸ™„ðŸ˜‚ ,anger,0
653,Candice's pout is gonna take someone eye out mate! #GBBO,anger,2
654,@douglas_nat @one11north I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old! #rage,anger,3
655,the teams that face Barca and Bayern after a defeat are the ones who face the wrath,anger,1
656,@swagalini ive been through the denial and anger i am in pure acceptance,anger,2
657,My irritation level is at an all time high today ðŸ™ƒ,anger,3
658,if i don't answer your 50 texts pls don't snap me,anger,0
659,The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet #revenge.,anger,2
660,"@natalie_bloomer You interviewed one irate group, two filmmakers who don't live here and got stock statements. That's not journalism.",anger,2
661,I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed #bitter,anger,3
662,"@ShieldsCap &lt; Steve between his feet, feeling a blush sting his cheeks. 'I can undress myself, thank you very much,' he snapped &gt;",anger,0
663,Yal aggravate tf outta me acting lying yal can't tell the difference between a dyke and a man. RARELY is it that hard to tell the difference,anger,3
664,@KodieBurch yesss..apparently you've been popular on snap ðŸ™„,anger,0
665,Losing the will 2 live with @virginmedia business bb gone down on hold for 23 minutes &amp; whoever picked up cut me off  #NoWorkForMe,anger,2
666,I asked Jared to marry me and he said no. #offended,anger,2
667,When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us ðŸ˜­ðŸ˜­ @__KirstyGA #raging #oldcunt,anger,3
668,@washingtonpost#Trump's #fear &amp; #anger are similar to what #Hitler preached to come to power in Germany. Wake up America!!,anger,3
669,"Yeah I'm hot nigga, they say im burning uhhhhh",anger,2
670,"Anger, resentment, and hatred are the destroyer of your fortune today.'",anger,0
671,"significantly, with a #bitter smile, 'let me",anger,2
672,Just found out tonight my son will not be doing practical work counting towards his GCSE exam. OK then! I thought STEM was all the rage??,anger,2
673,Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison ,anger,3
674,"Tiangong 1, China's first space laboratory, will come to a fiery end in late 2017. The average decommissioned satellite either burns ...",anger,0
675,@RealJamesWoods @KennyCoble saddest part of this whole mess is that all of this #anger is #misdirected they should march 2 the #WhiteHouse,anger,3
676,@CorningFootball  IT'S GAME DAY!!!!      T MINUS 14:30  #relentless,anger,0
677,@TrueAggieFan oh so that's where Brian was! Where was my invite? #offended,anger,1
678,"Be quick to #listen, slow to #speak, and slow to #anger.",anger,0
679,"Seeing #RIPShawtyLo got me thinking bout other rappers then I thought about @LilTunechi dying, and burst into tears... Smh",anger,1
680,@Sophiejulia @CalebAtChipotle @calebpressleyxo relentless pipe thirst #sheltered,anger,1
681,"be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better",anger,0
682,@JustinRow10 madden is the reason why controllers are snapped,anger,1
683,finally leaving my first job soon. i've been working here since i was 16. going to be kind of bitter sweet,anger,0
684,Omg someone asked them to sit and they reluctantly moved with a huff. Biiitttccchhhhhh ðŸ”ª,anger,3
685,@danbloom1 beware the fury of a weak king,anger,1
686,"@leesyatt you are a cruel, cruel man. #therewillbeblood ",anger,3
687,Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!,anger,2
688,Keep in mind. We're all weak. Don't insult people just because they're human.,anger,0
689,"â€œHe who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.â€\nP16:32 #bibleverse #pride #anger",anger,0
690,I watch Amyah throw temper tantrums when she gets mad at something and I'm just like damnit that is me and I can't do nothing but laugh ðŸ˜…,anger,0
691,@AuntieSupreme @KimberlyCarole y'all found me to express yalls displeasure. ðŸ˜‰,anger,1
692,@justinbieber Thank u Justin for this amazing concert. I can't believe that only u can provoke these thousand smiles these night#BelieveTour,anger,0
693,@josefcd904 @Reddou_Kun @deven_luca @supersoniclemon He also likes incurring Lily's wrath.,anger,0
694,@o2academybham since when the fuck can you not stand at a concert? #raging,anger,3
695,@TheBarmyArmy looking forward to div 2 next year @AndyBarmyArmy?  #leictershireaway #therey,anger,0
696,"im also definitely still bitter about the yellow ranger not being asian, but asian representation in hollywood is essentially a shrug anyway",anger,1
697,Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?,anger,2
698,Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops,anger,2
699,@judahandthelion TONIGHT. Legit can't wait to rage ðŸ¤˜ðŸ»ðŸ¤˜ðŸ»ðŸ¤˜ðŸ»ðŸ¤˜ðŸ»ðŸ¤˜ðŸ»ðŸ”¥,anger,1
700,@pbump @AndyRichter  My heart goes out to that woman for the indignity of what she is sitting through.,anger,0
701,@JordySloan love that Jordy #revenge âš½ï¸,anger,0
702,When you want to say something so bad but can't ! #furious ðŸ˜¤,anger,2
703,@amymarsden_wtf I'm as pure as the driven snow after it's been pissed on by multiple rabid dogs,anger,3
704,HUGE CONGRATULATIONS TO NICOLE WINNING BIG BROTHER 18! @BBNicole #BB18 sorry not sorry #bitter #bbmichelle,anger,0
705,"(Sam) Brown's Law: Never offend people with style when you can fake that, you have to break us in this Island.",anger,0
706,And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended,anger,2
707,"@Uncle_Brown22 yeah dude! Appreciate the #support! #Notorious on ABC, peep it! #grateful #relentless",anger,0
708,"Yeah, no. I don' mind tweetin' that twice. #snap #blm #likeThat",anger,1
709,"@LeKingCoq @MistaAggy @GiovanniiDC The way my blood is boiling, little bastards!",anger,3
710,"Don't be offended,\nI'm just doing something that,\nGives your life more hurts.\n\n#haikuchallenge #offend #poetry",anger,3
711,"@gypsydragoness chuckle. 'Any idea girl?' The dragoness let out a frustrated growl, blowing smoke out of her nostrils. The old man nodded +",anger,1
712,@KingNicky7 also madden isn't the funniest game to watch and if there isn't much happening it's boring,anger,0
713,testing #angry,anger,3
714,"@LuluLemonLime83 wow , your right they do need help,so what I'm getting from the Laureliver fandom and bitter comic fandom and",anger,2
715,"Being abroad is causing me to make spontaneous decisions and not worry about things which is good, but the type A part of me is fuming",anger,2
716,Thurston offers Gallen a â€˜peaceâ€™ of his mind: NORTH Queensland playmaker Johnathon Thurston insists he holds no grudge against Paul G...,anger,0
717,Hey all you white people out there; are you #offended when people refer to you as a Cock Asian? #NoSeriously,anger,2
718,#welfarereform should not be a 'model' for .,anger,1
719,@DJ_JeanFranko growl!!!,anger,2
720,@xBladeMania 'I didn't see them???' huff.,anger,1
721,Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that donâ€™t happen. #anger #loathing,anger,3
722,@emilieragann did another bee sting you on the tongue ?,anger,0
723,Girls irritate me so much lol,anger,2
724,Need a new outlet for #rage,anger,2
725,@Red_Magpie @ali_faceache1 @joanna_caron @KCBFD @xMATTxLAWx he's not exactly a rabid tub thumper compared to McTernan now is he.,anger,2
726,You can't fight the elephants until you have wrestled the pigs. #quoteoftheday #relentless,anger,0
727,Recommended reading: Prisoners of Hate by Aaron Beck #anger,anger,2
728,@alour @jkramon1313 you should force your neighbours to pay that!  Those people have some nerve!!!  #Victim,anger,3
729,@cassidyyy_0 literally Nicole already had her chance and she played shitty both seasons. ,anger,2
730,"@RealPaulWalker R.I.P Paul, furious 8 can't wait",anger,0
731,Why is it always me picking up the pieces :/ ,anger,1
732,@DonnyMurray I'm just no offended by stuff.We're gettin a situ where folk moan about the Polis/SNP but then happy to snitch when offended...,anger,2
733,very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now ,anger,2
734,#Pain is an aspect of #human evolution; the evolution of #consciousness. #attachments #desire #apathy #sentimentality #tears   #O,anger,2
735,Love the new song I can't stop thinking about you by .,anger,0
736,"@LethalWeaponFOX promised I wouldn't live tweet, but  @DamonkWayans + @ClayneCrawford brought it! @JordanaBrewster and #furious action FTW!",anger,2
737,@Austin4evaLEEDS fuming!,anger,3
738,"Ellie just gave me loads of gifts with notes on em for uni n I burst out in tears, I LOVE HERðŸ˜©",anger,0
739,.@LEAFYSZERKER @markiplier is that an insult? Sounds like a job well done. it's red so it's done the job it was suppose to do #justsaying,anger,2
740,Now it's time to remove CB from the team somehow. Screw it. Rip the Band-Aid off. It'll sting for a bit but everyone will get over it.,anger,2
741,I should really study today for chemistry but playing madden is just way more fun.,anger,0
742,@Markk1872  Red heads are more fiery.,anger,0
743,The war is right outside your door  #USAToday,anger,1
