,Tweet,Emotion,Intensity
296,ðŸ’¥âš–ï¸Yeahâ€¼ï¸ PAULâ€¼ï¸âš–ï¸ðŸ’¥  #glorious #BB18,joy,3
297,Bridesmaid dresses: having carnal delight in addition to separates: RFpBAX,joy,1
298,"The birds chirp , the sun shines and the wind chimes chime. There was once a smile on this face.",joy,0
299,Watch this amazing live.ly broadcast by @huntermcaseyy  #musically,joy,2
300,"You got some dick recently right, you're happy, you're not sick and you're smiling. Life is good' ðŸ˜­ðŸ˜­ðŸ˜­",joy,1
301,@TheMandyMoore You are beyond wonderful.  Your singing prowess is phenomenal but damn... I'm just elated to watch you act again. #ThisIsUs ðŸ¤—,joy,3
302,Your future is bright. #Remember,joy,2
303,I aspire to have Val's self confidence and optimism tbh ðŸ‘ðŸ’– #GBBO,joy,1
304,@partydelightsUK it's 5679787. Cannot DM you as we don't follow each other. Not such a #delight #party #fail #letdown,joy,0
305,@IreneEstry can't wait to see you Hun #cuddles #gossip ,joy,2
306,"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #lol #hilarious #punny",joy,3
307,@INCIndia Oh please! INC talking about looting! I'm not saying #BJP is pure but this is such a #hilarious #irony! @BJP4India is def better!,joy,2
308,Go one extra mile just see her smiling,joy,2
309,I need a bit of #GBBO to cheer me up after a terrible day!,joy,0
310,"Win,lose or draw vs LFC, all football fans will rejoice as West Ham &amp; Chelsea fans beat the shit out of each other in a council house! #COYS",joy,2
311,He maketh the #barren woman to keep house &amp; to be a #joyful mother of children\nPraise ye the Lord\nPsa113:9,joy,1
312,TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #MPN #DemiLovato,joy,3
313,"Yahweh your God is among you, a warrior who saves. He will rejoice over you with gladness.",joy,1
314,@DanLanthier That was exhilarating hockey. They're still out if Russia wins in regulation I'm reading. #fuck,joy,0
315,I love how cheery and adoring @JackHoward gets every time he produces new content.,joy,3
316,@DailyMailCeleb @KTHopkins Katie I love how you describe yourself as 'normal'. Really you're anything but! #hilarious #neverchange,joy,1
317,"@followAdamA looking back on recent tweets seen, this one right here is great #perfect #hilarious #Speechless #deal",joy,3
318,"It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n #funny #pun #punny #lol ",joy,2
319,Now I'm back at @wxpnfm and am elated to record @mannequinpussy fucking shit up in our studio this evening.,joy,1
320,I'm honored to take on such a role in their joyous day. Hopefully I don't fuck it up,joy,1
321,"light shining thru a clear sparkling stream of piss ,is a sight women will never know of(also tells tht system ure system is healthy)",joy,1
322,A hearty thank you to you all for joining in tonight. Some delicious British dishes on your menus. #BeerClub,joy,2
323,Oh dear an evening of absolute hilarity I don't think I have laughed so much in a long time! ðŸ˜‚,joy,3
324,Pre-prepare direction plays hale and hearty situation an in child's evolvement: CMmyd,joy,0
325,Live simply. Dream big. Be grateful. Give love. Laugh lots. - Unknown #quote #inspiration #happy,joy,3
326,Swear I got the most playful ass bf ever ðŸ˜‚ðŸ™„,joy,3
327,My @timehop literally cracks me up when I see posts from 2 years ago and later ðŸ˜‚ #hilarious,joy,3
328,@JessicaZ00 @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents ,joy,3
329,is it bad that kurt is literally me..? ,joy,0
330,Gloriosa Bazigaga on #Rwanda work: 'I lost relatives in genocide but 15 yrs of peacebuilding has given me optimism it's within our power',joy,0
331,@MariamVeiszadeh why sick. I am rejoicing that it is only half,joy,1
332,"Yesterday is history, tomorrow is amystery, and today is a gift; that's why they call it the present #livelife #humbleness  #live",joy,1
333,"I love when my dog is playful, but he really just scratched my face while flailing his paws in excitement and almost tore my nose ring out",joy,0
334,"@JaredWyand Trump wasn't laughing anyway, his expression never changed, he was smiling because it was a moment of levity, nothing racist!",joy,0
335,"Good Master Vernon, welcome, nephews, from Bellario :\nThere is my lord, that thou interrupt'st our merriment.",joy,0
336,"@Chr1sMcLaughlin he's brilliant, lost the joyous plot with us that year. Admits being a fan now after that.",joy,1
337,@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner?  #optimism,joy,0
338,My future must be bright af.,joy,1
339,@wahrbear @marinarchy @diam0ndsapph1re There is some hilarity in someone who is literally openly anti-science calling others anti-science.,joy,0
340,"@elevens_eggos_ 'El?' He turned around to her, smiling before hugging her gently.",joy,2
341,"I think what 2016 to really needs to round it out is a @cthulhu4america vs @smod2016 twitter debate. End on something joyful, ya know?.",joy,1
342,Why would Enrique sub off busquet? #hilarious,joy,2
343,Food that gets delivered ðŸ˜ðŸ™ŒðŸ» #cheering #happy,joy,3
344,@OrbsOfJoy plan a date... like a date u find pleasing or smth. fuckign\n\n10/10. because the child will grow to be a ten out of ten,joy,0
345,@CScheiwiller can't stop smiling ðŸ˜†ðŸ˜†ðŸ˜†,joy,3
346,imagine if teppu got animated by madhouse tho &gt;_&lt;,joy,0
347,Watch this amazing live.ly broadcast by @huntermcaseyy #lively #musically,joy,1
348,Try to find the good in the negative. The negative can turn out to be good.\n#anxietyrelief #optimism #openminded,joy,1
349,Getting my comedic relief w/ @SofiaVergara during season premiere of #ModernFamily. Just what a girl needs! #hilarious,joy,3
350,#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; #delight! #isthereahelplineforthis,joy,1
351,i just spent $40 on big little sis tomorrow and i am beyond happy about it #SAW  #mums,joy,3
352,â€œSet up as an ideal the facing of reality as honestly and as cheerfully as possible.â€ - Karl Menninger     #2ndHalfWealth,joy,0
353,She'll be bribing her parents with hearty laughter and giggles :) #Loveet,joy,3
354,having a pet store worker ask 'do you want to play with them?' is the most exhilarating feeling,joy,3
355,@davidplotz @Commentary She writes with sort of the same playful cynicism that you do! :),joy,2
356,Ever wake up and instantly feel happy?,joy,2
357,âœ¨you make me happy @EthanDolan @GraysonDolanâœ¨,joy,3
358,It is too fucking bright &amp; too fucking hot outside,joy,0
359,I'm worried someday I'll be yelling at my kids and they'll be confused about if or not I'm being serious ðŸ˜­ðŸ˜­ðŸ˜­\n\nI'm too damn playful,joy,0
360,@yeldarbkered You've got quite the cheery young Souls fan. :),joy,3
361,Watch this amazing live.ly broadcast by @arbitraryvlog #lively #musically,joy,1
362,"A #smile brightens your day and the day of everyone around you, so remember to #smile, it's #free. :-)",joy,3
363,@jellzybean cheer up punkin',joy,0
364,"laughter is such a powerful thing and everybody deserves to laugh, if u like shitty romcoms and get a giggle outta planet uranus, power to u",joy,2
365,Dolores.' A thin lipped smile graced glossed lips as she let blues peer over at the woman. ' A constant delight.. As always.',joy,2
366,Make someone happy ^_^,joy,2
367,Be #happy. Be #bright. Be YOU :) #identity #TimelessTips #friendship #family #forest #water #family #TrueLove #God #RoadSoFar #you #LifeTrip,joy,3
368,@RobRiggle @joelmchale @NFLonFOX I still can't get jimmy garoppolo out of my head and it's been almost 3 weeks. Thanks a lot! #hilarious,joy,3
369,"Meanwhile, the so-called Mâ€™s fans sit there knitting or sleeping not sure which but they certainly arenâ€™t cheering like the other teams fans",joy,0
370,@JackHoward the Christmas episode genuinely had me in tears of laughter,joy,3
371,@aradsliff don't know I'm from nj we are the worst on purpose. ,joy,0
372,Watch this amazing live.ly broadcast by @elise_awsome_11  #musically,joy,1
373,#LethalWeapon A suicidal Vet with PTSD... so FUCKING FUNNY.... let the hilarity begin...,joy,2
374,Watch this amazing live.ly broadcast by @thebrandonrobert  #musically,joy,1
375,"IÂ’ve learnt that a #smile and good #morning goes a long way, and saying #thankyou goes even further.  #quote #retweet #inspire",joy,2
376,@yoshi_lucky Good morning.Let's start with a smile!\nLet's enjoy life in a cheerful way!\nDon't worry be happy!,joy,3
377,"@EmbitteredIcon *Sam grins against Steve's lips, murmuring his words with a playful tone* You want the shirt off? I sure i could accommodate",joy,1
378,Watch this amazing live.ly broadcast by @elise_awsome_11 #lively #musically,joy,2
379,Omg. You've got to watch the new series 'This is Us'.....wow. Best tv show I've seen in a long time.\n#tears #laughter #moretears,joy,3
380,"@bijayjanand\nIt's not just a treat for viewers to watch u as janak, it's simply a treat for our soul, mind, thoughts. #hearty respect ðŸ™ðŸ™",joy,1
381,"Today I reached 1000 subscribers on YT!! #happy, #goodday, #thankful",joy,3
382,This is not me brown nosing but I've listened to lots of housing ministers but @GavinBarwellMP #nhf16 impressed me more than any ,joy,0
383,"i love those #memories that randomly pop\ninto my head , have me #smiling like an\n#idiot for ages ó¾Œ´",joy,3
384,I'm the reason I smile everyday ðŸ’¯,joy,3
385,The bounty hunter things a bit lively,joy,0
386,"A cheerful heart is good medicine, but a crushed spirit dries up the bones -Proverbs 17:22-",joy,1
387,After this news I'm supposed to be so damn happy and rejoicing but I'm here like ðŸ˜©ðŸ˜”ðŸ˜­ðŸ˜ž,joy,0
388,"@GreatDismal @Bencjacobs and itâ€™s gleeful because theyâ€™re so inspired, so convinced theyâ€™re winning and at last have their strongman",joy,2
389,#twd comes on soon #happy,joy,3
390,Do not truck the delight; delight the truck.,joy,0
391,"Ready for that nice, breezy, calm, sunshine weather.ðŸ‚ðŸ #Autumn",joy,2
392,Accept the challenges so that you can feel the exhilaration of victory. George S. Patton #quote #yeg,joy,1
393,I found #marmite in Australia. `:) #happy,joy,3
394,Tonight my top delight was a Skein of Geese flying about 1 foot above me as I swam in #Windermere. Breeze dropped &amp; it became like glass.,joy,2
395,Go follow #beautiful #Snowgang â™¥@Amynicolehill12 â™¥ #Princess #fitness #bodyposi #haircut #smile #Whitegirlwednesday,joy,2
396,"Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas ",joy,0
397,Happy Birthday shorty. Stay fine stay breezy stay wavy @daviistuart ðŸ˜˜,joy,2
398,I'm so playful. lol I need somebody that'll joke with me all day long cause ill never get tired of it.,joy,2
399,Tiller and breezy should do a collab album. Rapping and singing prolly be fire,joy,2
400,Watch this amazing live.ly broadcast by @thebrandonrobert #lively #musically,joy,1
401,the prospect of getting choked out by a hot daddy tonight is sorta cheering me up but I also kinda just wanna watch the new AHS episode lol,joy,0
402,Having a blast playing games and hearing testimonies at Pastor Jeremy's house #fellowship #food  #praise #gospel #coffey1617,joy,3
403,Love how cheerful that woman is about storing someone else's furniture for an eternity. I'd have sold it by now. #GrandDesigns,joy,0
404,A cheerful sloth annotated old books about a very good man then the gods ended evil.,joy,1
405,alternate reality where @PoetryFound has a comments section and you can give poems a cheery thumbs up or a disappointed thumbs down,joy,0
406,@lilymooregrant u used to chirp me for drinking it u hoe,joy,0
407,It has been medically proven that laughter is an effective pain killer.,joy,1
408,I wish there was a #glee version of @ShawnMendes Stitches. @GLEEonFOX #gleekforever,joy,1
409,@iamglenn35 the forth character? No... not gleeful enough...,joy,0
410,"@Malkarii_ Korgoth of Barbaria for brutality, King Julian for hilarity, and Ariel... Because hot...",joy,1
411,I got so much fan's on here! Y'all and vixx keep me smiling â¤â¤â¤,joy,3
412,I'm watching joyful noise for 100000000 time cuz I love this movie and @KekePalmer,joy,3
413,I assume that people pick up on my joviality coz I lol a lot but it's just not working. Maybe I need to get heavy handed with emoticons? Ha,joy,1
414,I was cheering for NA team. Now I just want this is over and Gaudreau comes back in one piece. It is getting way too risky,joy,0
415,@URClassless I think that yawning actor died of a drug overdose. #glee,joy,0
416,@BrightPigSEO @BrightPigSEO we provide dignified and professional funerals at prices families can afford #satisfied clients #bright pig,joy,0
417,"@JoshuaLenon I trust you know that I appreciate your willingness to explain the details, and my attempt at levity is just that. @bobambrogi",joy,1
418,"@IndyMN I thought the holidays could not get any more cheerful, and then I met you. #TheNiceBot",joy,3
419,It's meant to be!! #happy #happy,joy,3
420,"@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO #hilarious",joy,3
421,never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :) :*,joy,0
422,"Lmboo , using my nephew for meme #hilarious",joy,2
423,is it bad that kurt is literally me..? #glee,joy,0
424,"When you wake up from a dream laughing at something stupid, and that makes you laugh more #hilarious",joy,3
425,"Today I answered a call from a college rep who didn't realize I did, and I got to hear part of his lively debate about if evolution is real.",joy,0
426,And girl I love your perfume there's something bout you ðŸŽ§ #breezy,joy,2
427,Light of day per heyday popularization backfire cinematography: XUcQb,joy,0
428,Quinn's short hair makes me sad. #glee,joy,0
429,When you're prof suggest @Pharrell and William James may be unlikely dialogue partners and then plays the #happy video #WeAreCST,joy,1
430,"@5ftanomaly aside from that i'm all about pleasing the individual that i'm involved with, my pleasure comes from their pleasure.",joy,2
431,"@seangrandillo I beg you, never stop smiling. You deserve to be happy and to know all the beautiful things that life can offers.",joy,2
432,"Wishing a very Happy Birthday to our awesome dancer, Ruthann!!! We hope your day is magical! #bday #happy #eatcake",joy,3
433,"@Harry_Styles ðŸ’–\nHeart so pure and smile\nso bright, I love you\nmore than the number\nof stars at night.\nKindly follow me please\nHarry?\nâ€”90,127",joy,3
434,"@tabstamlyn @lara_hunt1 I will, next time I'll make sure everything is sparkling clean",joy,0
435,This is a beautiful day that the Lord has made. I will rejoice and be glad!!!,joy,3
436,@rantking just adding a little levity,joy,0
437,in geometry today hannah started crying of laughter because ms. canning said 'pp' lol,joy,2
438,"I've watched @ScreamQueens' 2nd Season's 1st episode twice already. And here I am, still joyful, planning on watching it again.",joy,3
439,"Whether you are rejoicing or fighting back tears, God wants to share the moment with you.",joy,1
440,"Accept the challenges, so that you may feel the exhilaration of victory.",joy,0
441,@gothictana im a delight,joy,2
442,someone teach me how to cheer someone up,joy,0
443,some say my lover is a pale green light\nhe hovers high where the moon shines bright,joy,1
444,#ContentwiththeLordsPortion:O satisfy us early with thy #mercy;that we may #rejoice &amp; be glad all our days.#Ps 90:14 #gladness #joy #delight,joy,3
445,@SomeonesAnIdiot @Sean10Lynagh  due to hearty lawsuit NASCAR will raise beer prices $0.07 to accommodate for losses.,joy,0
446,What if.... the Metro LRT went over the Walterdale?!?! ðŸ˜‚ #yeg ,joy,2
447,"#personaldevelopment\n\nToday is a gift, that's why it's called the present... #happiness #optimism #entrepreneur #personaldevelopment â€¦",joy,2
448,Be free and open and breezy! Enjoy! Things won't get any better so get used to it.,joy,0
449,Transitioning to a new job is hard when you have nothing but joyful memories of the previous one. Thanks @LifeTeen for changing my life! â¤ï¸,joy,1
450,"@diehimbeertonis She developed her 'forced smile'. I can force myself to describe it 'a little hearty maybe, sanki biraz':)",joy,0
451,"#RIP30 Heaven is rejoicing because they've gained an angel, the Keifer family are in my prayers ðŸ’™ðŸ™",joy,0
452,Accept the challenges so that you can feel the exhilaration of victory!!,joy,1
453,"@Harry_Styles you're the smile to my face and the beat to my heart. Thanks for being kind as much as you can be. Mind following me?ðŸ’“ 96,127",joy,3
454,@thetwattickla @NottRihanna lol no it's sparkling wine,joy,1
455,Research has determined 70% of #laughter is actually #anxiety.,joy,0
456,@Bridget_Jones was joyous. Worried I would be disappointed. Most definitely was not. #chickflick #giggles #comethefuckonbridget,joy,3
457,@FilthyFrank My first time watching your vids and i died of laughter. Keep this up dude,joy,3
458,you know it's beauty when the smile is her best curve,joy,3
459,Forgot to thank @_JusDee_ and @djolder for sharing @therealpeela's day-making #happy video.,joy,2
460,"@TheGoatShow @GameGrumps now that I have been sucked into this wormhole of hilarity with no escape, I can say how weird and accurate this is",joy,2
461,Made my night that @GordonReid91 Reid was included in tonight's hilarity. Some of those points were brilliant. Thanks @andy_murray,joy,3
462,@u4uzoma Boss I see you as someone that is jovial and funny. Tho av not met u in person.,joy,1
463,i was so embarrassed when she saw us i was like knvfkkjg she thinks we're stalkers n then she starts waving all cheerfully inviting us in ðŸ˜©,joy,0
464,"now that I have my future planned out, I feel so much happier #goals #life  #igotthis #yay",joy,3
465,@tomlinmayniac starting my new challenge ! A glee poll every day !,joy,2
466,18' \nMichael Carrick as struck the back of the net much to the delight of under pressure man u fanz and MOU...,joy,1
467,Always doing the EmotionalHedgeâ„¢ w #WPS\n\nI'm elated about start.  Have I mentioned I'm on TAMU -6?!,joy,1
468,@reinervshunter you got thisï’™ #staystrong #smile #yourebeautiful,joy,2
469,i swear people dont wanna see me happy like they will try to do anything to fuck up what i got going,joy,0
470,@RapeseedOilFans \nWho nose where those scent roses went\nTo a spot in the Orient\nMummified\nIn rapeseed oil fried\nEating drinking &amp; merriment.,joy,1
471,"Today I reached 1000 subscribers on YT!! , #goodday, #thankful",joy,3
472,Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much ,joy,3
473,Misery loves company. The church ought to be a place where it finds none.\n-Pastor Kris Theobald #joy ,joy,0
474,"Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5",joy,1
475,@ThatBritishDude no okay you don't not need to be going out of your way to make sure you are pleasing everyone do what makes you happy,joy,0
476,"Elinor,' she laughed so little known, all over every body at the brilliant cheerfulness of sweetmeats and a fashion.",joy,2
477,"@Babylonian I convinced my mom to watch it. Killgrave gave her literal nightmares, but watched last episode four times. ",joy,0
478,@amstrado_CPC @ShittySUFanart the single tear is him being joyous that he's deleted the monster that has brought generations of despair,joy,0
479,Accept the challenges so that you can feel the exhilaration of victory. \n\n#MBMcLisse,joy,1
480,"Loved @Bethenny independence msg on @WendyWilliams, be happy &amp; fulfilled within yourself &amp; positivity will flock to you  #independent",joy,2
481,"@airtelindia have some issues with my broadband bill ,I am charged for the month before I signed up with airtel.. ",joy,0
482,Your attitude toward your struggles is equally as important as your actions to work through them. #optimism,joy,1
483,Impractical Jokers...practically genius!!!  @BQQuinn  #good4thesoul #ImpracticalJokers #bingewatching,joy,3
484,I WANNA GET UP AND DANCE!!!! (but everyone is in bed) this sucks! Everyone wake up!! ðŸ˜¯ #hyper #happy #letsdance #dirtydancinginthemoonlightðŸ‘Œ,joy,3
485,"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #punny #hilarious #lol",joy,3
486,I'm so excited to see Nat tonight ðŸ˜ðŸ˜.. And how happy and cheery she is! &amp; then I'm even more excited for her to get on social media ðŸ˜ #BB18,joy,3
487,@bodwell_james did it not just enliven your soul,joy,1
488,"When we give cheerfully and accept gratefully, everyone is blessed.\nÂ»Maya Angelou\n\n@DrMayaAngelou #RIP #MayaAngelou",joy,1
489,Lil reminder that my private account is a delight of shittalking and occasionally NSFW stuff! @AngryArchosaur,joy,0
490,@jtkola @danmericaCNN she's still younger and more spry than trump,joy,0
491,#Talking about our #Problems is our greatest #Addiction#Break the #habitTalk about ur #Joys#quote  #problemsolving #behappy,joy,1
492,"Sometimes I like to talk about my sadness.  Other times, I just want to be distracted by friends, laughter, shopping, eating...  \n\n#MHChat",joy,0
493,i'm doing laundry and watching that 70's show with a bunch of strangers. #happy #birthday #to #me,joy,1
494,"If yiu don't respond .o an email within 7 days, you willxbe killed by an animated gif of the girl froa The Ri.g.",joy,0
495,@CazuaL_WeaR @ScottInSC looks like a book shaped like a gun to me #optimism #itsagunalright,joy,1
496,@EngrNabeeel then rejoicing now is a lil' bit prematured dont you thinkðŸ¤”ðŸ¤”ðŸ¤”,joy,0
497,Watch this amazing live.ly broadcast by @__.mila.__  #musically,joy,1
498,"@ClaireBlair27 See, that's how you and Michelle are so cheery!",joy,1
499,Watch this amazing live.ly broadcast by @evanhufferd #lively #musically,joy,2
500,"@JackEvans711, you are the best Whiney Jerkass Heel since @IAmJericho's heyday in WCW. \n #LuchaUnderground",joy,1
501,On the bright side with YouTube heroes leafy will finally get banned,joy,0
502,"@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? #hilarious",joy,3
503,Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble  #gradschool,joy,0
504,Love this! Laughing while crying works too! #katherinemansfield #failure  #dealingwithfailure,joy,2
505,"Ooh #hygge, candles, jasmine tea &amp; #GBBO #happy",joy,2
506,I'm a cheery ghost.,joy,2
507,"Hey u never know, Channel 4's version of #GBBO might actually be quite good. A few adverts aren't the end of the world. ",joy,1
508,"To insure good health: Eat lightly, breathe deeply, live moderately, cultivate cheerfulness, and maintain an interest in life.",joy,1
509,"Do not #educate your child to be #rich, educate them to be #happy. So when they grow up, they'll know the #value of things, not the price.",joy,0
510,Lets get this Astros/A's game going already!  We're going to need all 5 of you in attendance to cheer the A's to victory!,joy,2
511,@crumpledlinen he chirp,joy,0
512,#bcwinechat what's the most common method used to make BC #sparkling #wine?,joy,0
513,@TChudhry @fasiranjha lol @ ur caste. even if the whole village dies.. a massali like you cant be a chaudhry:) so cheer up massali :),joy,0
514,The true way to render ourselves #happy is to love our work and find in it our pleasure. Francoise de Motteville,joy,1
515,The #chiropractor makes me so #happy.,joy,3
516,You're so cute @katienolan #truelove #hilarious @GarbageTime #beautiful &amp; #graceful never heard explicits spoken with such elegance. #Mingo,joy,3
517,@grahnort wonderful experience watching you yesterday at. @BBCLetItShine thankyou for the ,joy,3
518,@AimiSyafiqahR go check up with your bf. He'll give u strength with just one smile. #TOPno1,joy,1
519,"why is @Iongroadhome so aesthetically pleasing every single day they're even pretty when they just woke up, when they're tired, just. always",joy,0
520,I gave up on the U20 Rugby bet on the Roosters! #cheering #nrl,joy,0
521,@Hank_nsno @RonaldKoeman cheering and clapping I assume,joy,1
522,@HillaryClinton did you see the gleeful look on @realDonaldTrump 's face when criminal Don King used the 'n' word to denigrate Blacks?,joy,0
523,ðŸŽ‰ It is time for a most joyous celebration! ðŸŽ‰,joy,3
524,@debutemma I dont have to sit here and take this from u spry young children,joy,0
525,@r0Ils ppl get triggered over u smiling they're irrelevant,joy,0
526,"@LoisJoanneLane Wagging his tail at the praise, he paused, tilting his head as she took the frisbee from him, letting out a playful -",joy,2
527,@GreggDoyelStar I'm sure you'll have a heyday if they do,joy,1
528,"@NebulaJoker No, they aren't. Episodes are animated during the week before they air.",joy,0
529,Watch this amazing live.ly broadcast by @footballrocks123456 #lively #musically,joy,2
530,My morning started off amazing!! Hopefully the whole day is going as i want it to go!\n #GreatDay ,joy,3
531,@_j_sa_ switch out Steve Carrell and put in Kurt from glee then it's accurate,joy,0
532,@sszmata @PKessel81 Blew up the Internet with his chirp. Lol. Love it.,joy,2
533,@berniedole looks that way. But let's think about Rohan last week ... #optimism,joy,0
534,#twd comes on soon ,joy,0
535,"@MrHenvin Thank you, happy birthday to you as well!",joy,3
536,"Mon Celtic, give us something to cheer - place is empty, soaked &amp; its my wee nephew's Birthday ffs, started well, now dropped off.",joy,0
537,Evening all. Don't forget it's #RobinHoodHour TONIGHT ðŸ¹\n\n #bizitalk #bizhour #southyorkshire #MansfieldHour  #sheffieldHour #NottsHour,joy,1
538,When my friends send me ballons and fireworks through text... #amazing ,joy,3
539,"Luis Ortiz ducked by Ustinov which means fights off, and he left @GoldenBoyBoxing future not looking to bright for Ortiz #boxing",joy,0
540,To tell the truth and make someone cry is better than to tell a lie and make someone smile. #truth #lie #cry  #offalonehugots,joy,0
541,Use your smile to change the world. Don't let the world change your smile.' #quote #actorslife  #love #hardworkpaysoff #fun,joy,3
542,"Update: I have yet to hang out with @MisElizaJane, but I'm still hopeful! ",joy,0
543,"@DKTaylorWriter I thought that was funny, too. But maybe not such a coincidence. Green must be the official color of optimism.",joy,1
544,@rheafraserx took them an awfy long time to spot their goal was disallowed â˜ºï¸ ,joy,0
545,@MisterSalesman @ThinkPostsDaily #smiling doesnt necessary means your happy.sometimes it just means you're strong!,joy,0
546,So I survived spin....trying to get down the stairs was hilarious tho #jellylegs ðŸ˜‚ðŸ˜‚,joy,3
547,"CommunitySleepCoach: Look at these #narcoleptic #puppies. Make you #smile. If you are human &amp; find yourself in such odd positions, seek #thâ€¦",joy,2
548,@iamTinaDatta love you so much #smile ðŸ˜ŠðŸ˜Š,joy,3
549,"@AphoticSanguine â€”but be a little playful. \n\nHe hesitantly pulls away, just enough so he could get words out, lips brushing againstâ€”",joy,1
550,#bcwinechat what's the most common method used to make BC  #wine?,joy,0
551,"#happiness #recipe: an open mind, #laughter, a kind #heart &amp; #optimism",joy,3
552,"â€œBe #positive, #cheerful, #grateful and expectant.â€ @NightingaleEarl  #Success #Leadership",joy,3
553,"@veryeloise your gunna make me cry, I need a glee day",joy,0
554,@JoshNoneYaBiz I love parody accounts! Well done. Vote for #Trump. #lol ,joy,3
555,@Dubai92 try asking for a cheeseburger with only onion &amp; mustard at any #McDonalds ,joy,0
556,@GOT7Official @jrjyp happy birthday jin young!!!!!! #PrinceJinyoungDay  #happyjinyoungday #got7 #happy #birthday,joy,3
557,"With a very tired body and mind and sparkling teeth I say to all my followers, good night and if there is an apocalypse; good luck. #aspie",joy,1
558,"#Quoteoftheday\r\r'If you don't do #wild things while you're young, you'll have nothing to #smile about when you're old.'\r\r#dailyquote #quotes",joy,1
559,"@IcyEmmaX &lt; took another sip. â€œWeâ€™ve had some earth shattering, soul exhilarating sex. You think black souls can have that kind of &gt;",joy,1
560,"Oh that cheery fucking note, good night shit heads X",joy,0
561,"@JohnDotWhite I remember its heyday, but these ladies range in age from, I'd say, mid-30s to early 70s.",joy,0
562,@headfirst_dom I often imagine hoe our moon would feel meeting the jovial moons which are all special,joy,1
563,ðŸ¦ðŸŽ¿ god chirp this burp ðŸŽ¿ðŸ¦,joy,1
564,People who cheer for sports teams completely outside of New Jersey or PA piss me off,joy,0
565,crying because @msleamichele's snapchat is bringing on some serious #glee feels ðŸ˜­â¤,joy,1
566,Nawaz Sharif is getting more funnier than @kapilsharmak9 day by day.  #challenge #kashmir #baloch,joy,2
567,which always leads to the kind of hilarity average people will never experience - especially during breakups.,joy,0
568,"#BridgetJonesBaby is the best thing I've seen in ages! So funny, I've missed Bridget! #love #hilarious #TeamMark",joy,3
569,"Loved @Bethenny independence msg on @WendyWilliams, be happy &amp; fulfilled within yourself &amp; positivity will flock to you #happy #independent",joy,2
570,@MichiganBromo Good optimism sir :),joy,1
571,"@Bhavnay that, i dont mind too much. smoother, thicker texture. makes it more hearty. also, im glad iced coffee is a thing in the uk now.",joy,1
572,Remember: The life you have is a blessing for #God. Make it a joyful experience regardless of the odds. GBY,joy,2
573,"pummeling cheerfully, jauntily, utterly one-sidedly makes us harder, better, faster, stronger",joy,2
574,The little sniffle at the end of the song gets me every time. #rejoice,joy,2
575,"@Johncrookshanks 'Elizabeth Smith!' She said with a cheery smile 'Pleasure to meet you, sir! Where have you travelled from?'",joy,2
576,TheNiceBot: melbjs ;) Here is a smile and a wink from across the web. #TheNiceBot,joy,3
577,#hate going to the doctor on so many levels but least I can go sleep with a #smile just watched #Dwight on live nation,joy,0
578,Boys of Fall makes me miss cheering on Friday nights much sooooo bad #bulldogslwaysðŸ¾,joy,0
579,"My two older boys were elated, my toddler was terrified. I have pics of his poor little face peeping through the hole in the basket.",joy,0
580,Vals always smiling I love it #gbbo,joy,3
581,@TheBarmyArmy all the optimism...,joy,0
582,"...at your age, the heyday in the blood is tame...' @TheArtofCharm #shakespeareaninsults #hamlet #elizabethan #williamshakespeare",joy,0
583,I hate when I try to be playful and get shut down lol ...Why so seriousðŸ™,joy,0
584,@DuncM1981 @pmallon72 At the risk of being blocked I thought that video from the wake was hilarious.,joy,2
585,@SQLBek My liver is elated that isn't us,joy,2
586,A good thing about being sick is that coughing is like an ab workout. Maybe my abs will be more defined by the time I'm better ðŸ˜‚ðŸ˜… #optimism,joy,1
587,@ankitaverma45 @honey5991 rejoicing over someone's sadness is bad but when #Karma  is cencerned then definitely some people deserve it..,joy,0
588,I might not pay for my own health insurance but I do like sparkling water and Brussels sprouts now so I think I'm an adult,joy,1
589,"At the regular cheerfulness of any emotion, her own supper, and to give the ladies were soon as they have been entirely at",joy,0
590,My ukulele bag has fallen apart. ðŸ˜ WELLL AT LEAST my life hasn't yet!! #Joys\n\n#quote  #problemsolving #behappy,joy,0
